,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.002034242999999991,3.0,100.0,False,100,0.1,190
1,1,0.5769148169999998,12.0,202.0,False,100,0.1,190
2,2,1.200397705,49.0,304.0,False,100,0.1,190
3,3,1.811363715,49.0,405.0,False,100,0.1,190
4,4,2.4241225999999996,49.0,506.0,False,100,0.1,190
5,5,3.0289117889999995,49.0,607.0,False,100,0.1,190
6,6,3.6422251439999993,49.0,708.0,False,100,0.1,190
7,7,4.251459693,49.0,809.0,False,100,0.1,190
8,8,4.86445379,49.0,910.0,False,100,0.1,190
9,9,5.475184583,49.0,1011.0,False,100,0.1,190
10,10,6.086051309,49.0,1112.0,False,100,0.1,190
11,11,6.705348863999999,49.0,1213.0,False,100,0.1,190
12,12,7.319622390999999,49.0,1314.0,False,100,0.1,190
13,13,7.933092087,49.0,1415.0,False,100,0.1,190
14,14,8.544785266,49.0,1516.0,False,100,0.1,190
15,15,9.155453379999999,49.0,1617.0,False,100,0.1,190
16,16,9.767592496999999,49.0,1718.0,False,100,0.1,190
17,17,10.381053656999999,49.0,1819.0,False,100,0.1,190
18,18,10.993209084,49.0,1920.0,False,100,0.1,190
19,19,11.605870189,49.0,2021.0,False,100,0.1,190
20,20,12.219561847,49.0,2122.0,False,100,0.1,190
21,21,12.835059691,49.0,2223.0,False,100,0.1,190
22,22,13.444583975,49.0,2324.0,False,100,0.1,190
23,23,14.060424053,49.0,2425.0,False,100,0.1,190
24,24,14.671950301999999,49.0,2526.0,False,100,0.1,190
25,25,15.282049654000001,49.0,2627.0,False,100,0.1,190
26,26,15.89378884,49.0,2728.0,False,100,0.1,190
27,27,16.504479543,49.0,2829.0,False,100,0.1,190
28,28,17.115845699,49.0,2930.0,False,100,0.1,190
29,29,17.727447364,49.0,3031.0,False,100,0.1,190
30,30,18.339615263,49.0,3132.0,False,100,0.1,190
31,31,18.958338078,49.0,3233.0,False,100,0.1,190
32,32,19.683561478999998,49.0,3334.0,False,100,0.1,190
33,33,20.333163175,49.0,3435.0,False,100,0.1,190
34,34,20.999996593,49.0,3536.0,False,100,0.1,190
35,35,21.647100612,49.0,3637.0,False,100,0.1,190
36,36,22.282983077,49.0,3738.0,False,100,0.1,190
37,37,22.898632808,49.0,3839.0,False,100,0.1,190
38,38,23.513066091,49.0,3940.0,False,100,0.1,190
39,39,24.125034221,49.0,4041.0,False,100,0.1,190
40,40,24.73280285,49.0,4142.0,False,100,0.1,190
41,41,25.344284261,49.0,4243.0,False,100,0.1,190
42,42,25.953122598,49.0,4344.0,False,100,0.1,190
43,43,26.560570909,49.0,4445.0,False,100,0.1,190
44,44,27.167395828,49.0,4546.0,False,100,0.1,190
45,45,27.776407311,49.0,4647.0,False,100,0.1,190
46,46,28.385488184,49.0,4748.0,False,100,0.1,190
47,47,28.994465806,49.0,4849.0,False,100,0.1,190
48,48,29.603415659,49.0,4950.0,False,100,0.1,190
49,49,30.21138912,49.0,5051.0,False,100,0.1,190
50,50,30.820895340999996,49.0,5152.0,False,100,0.1,190
51,51,31.432597363,49.0,5253.0,False,100,0.1,190
52,52,32.041056919,49.0,5354.0,False,100,0.1,190
53,53,32.650005966,49.0,5455.0,False,100,0.1,190
54,54,33.258502896,49.0,5556.0,False,100,0.1,190
55,55,33.866517801,49.0,5657.0,False,100,0.1,190
56,56,34.473716406,49.0,5758.0,False,100,0.1,190
57,57,35.084131947,49.0,5859.0,False,100,0.1,190
58,58,35.691502278,49.0,5960.0,False,100,0.1,190
59,59,36.302245837,49.0,6061.0,False,100,0.1,190
60,60,36.910324287,49.0,6162.0,False,100,0.1,190
61,61,37.522724793,49.0,6263.0,False,100,0.1,190
62,62,38.137723608,49.0,6364.0,False,100,0.1,190
63,63,38.773779506,49.0,6465.0,False,100,0.1,190
64,64,39.390290196,49.0,6566.0,False,100,0.1,190
65,65,40.002830681,49.0,6667.0,False,100,0.1,190
66,66,40.609702905,49.0,6768.0,False,100,0.1,190
67,67,41.227194022,49.0,6869.0,False,100,0.1,190
68,68,41.833454746,49.0,6970.0,False,100,0.1,190
69,69,42.437858697,49.0,7071.0,False,100,0.1,190
70,70,43.042372372,49.0,7172.0,False,100,0.1,190
71,71,43.649600515,49.0,7273.0,False,100,0.1,190
72,72,44.253736196,49.0,7374.0,False,100,0.1,190
73,73,44.860077385,49.0,7475.0,False,100,0.1,190
74,74,45.464093247,49.0,7576.0,False,100,0.1,190
75,75,46.068502374,49.0,7677.0,False,100,0.1,190
76,76,46.675449257,49.0,7778.0,False,100,0.1,190
77,77,47.279600978,49.0,7879.0,False,100,0.1,190
78,78,47.888567387,49.0,7980.0,False,100,0.1,190
79,79,48.493001731,49.0,8081.0,False,100,0.1,190
80,80,49.098977874,49.0,8182.0,False,100,0.1,190
81,81,49.708606878,49.0,8283.0,False,100,0.1,190
82,82,50.315919698,49.0,8384.0,False,100,0.1,190
83,83,50.922067448,49.0,8485.0,False,100,0.1,190
84,84,51.524120283,49.0,8586.0,False,100,0.1,190
85,85,52.128766304,49.0,8687.0,False,100,0.1,190
86,86,52.729103923,49.0,8788.0,False,100,0.1,190
87,87,53.334362898,49.0,8889.0,False,100,0.1,190
88,88,53.938713613,49.0,8990.0,False,100,0.1,190
89,89,54.543160412,49.0,9091.0,False,100,0.1,190
90,90,55.179797737,49.0,9192.0,False,100,0.1,190
91,91,55.807496237,49.0,9293.0,False,100,0.1,190
92,92,56.410412112,49.0,9394.0,False,100,0.1,190
93,93,57.014904728,49.0,9495.0,False,100,0.1,190
94,94,57.618372036,49.0,9596.0,False,100,0.1,190
95,95,58.226954907999996,49.0,9697.0,False,100,0.1,190
96,96,58.83213629,49.0,9798.0,False,100,0.1,190
97,97,59.445787726,49.0,9899.0,False,100,0.1,190
98,98,60.063434788,49.0,10000.0,False,100,0.1,190
99,99,60.734713518,49.0,10101.0,False,100,0.1,190
100,100,61.365642729,49.0,10202.0,False,100,0.1,190
